,Question,A,B,C,D,Answer,Subject
902,"Kampuni yaunda chapa kisha cha mikahe. Hatha vizho, uchunguzi uriohendwa ni Uthawala wa Chakurya na Dawa ya shirikisho wavugula khwamba pai zizo zina viwango zha hathari zha kalanga khwa ahumiri angine enye mzio wa kokwa. Here majibu, Bunge rakizisha sheria ikahazayo kusafirisha na uguzi wa mikahe kahiza mistari ya serikali. Jimbo rina sheria idhibitiyo kusafirisha na uguzi wa mikahe ndani ya eneore. Khwa kuzingatira sheria ya shirikisho ikahazayo kusafirisha na uguzi wa pai kahiza mistari ya serikali, sheria ya serikali labda ni","kikatiba, khwa sababu ii ndani ya mamlaka ga polisi ga serikali.","kikatiba, khwa sababu Congress khaidima kudhibiti shughuli za kiutsumi ambaho mguli na muguzi manaishi kahiza jimbo mhwenga.","kinyume na katiba, khwa sababu inaathiri biashara baina ya mataifa.
","kinyume na katiba, khwa sababu sheria ya shirikisho inazulia sheria yoyosi ya serikali ikinzanayo kuhusu uguzi na kusafirisha khwa mikahe.
",A,professional_law
114,"Swali riri rinauyira uvoro uthuirizawo.
Shoma orodha ya malalamiko haha tsini.
Kifungu cha 3: Afaransa manapaswa kuzihalira here sheria za ufalme ziryahu hakeye ambazo zidzathayarishwa ni bunge ra kitaifa na kuidhinishwa ni mfalme.
Kifungu cha 11: Uhuru wa mtu binafsi, haki za umiliki na usalama wa raia undaikhwa khwa ngira iriyo wazi, karakara na isodima kubatilishwa. Barua zosi za cachet zindakomeshwa kamare, kulingana na marekebisho fulani ambago Jenerali wa Majimbo anadima kuona inafaha kugaika.
Kifungu cha 12: Na ili kuusa milele uwezekano wa kulumira khwa haki za kibinafsi na za umiliki za Afaransa, mfumo wa jury undaanzishwa kahiza kesi zosi za jinai, na kahiza kesi za madai khwa uamuzi wa ujeri, kahiza mahakama zosi za eneo riro.
Kifungu cha 17: Tofauti zosi kahiza adhabu zindakomeshwa; na uhalifu uhendwao na raia a amri tofauti mandaadhibiwa bila kujali, kulingana na aina ziryahu ziryahu za sheria na khwa namna iryahu iryahu. Majenerali ya Mataifa gandatharajiwa kureha khwamba madhara ga uvunzi wa sheria gandaikhwa thu khwa mtu binafsi na khagandanyeswa khwa jamaa za mkosi, ambao enye khamana hatia ya ushiriki wowosi.
Kifungu cha 21: Khakuna ushuru undohalalishwa isihokala ukubaliwe ni awakilishi a atu na kuidhinishwa ni mfalme.
-Arinzi a Mali ya Tatu ya Versailles, 1789
Ni higo kahi ya mabadhiliko gathuago gambozwa ni Mapinduzi ga Ufaransa ambago gakubaliwa zaidhi na akurimu wa Ufaransa?""",Uundi wa ufalme wa kikatiba,Kukomeshwa khwa ada na kodi za feudal,Kuongezeka khwa ushirika maarufu kahiza siasa,Kutaifisha dini,B,high_school_european_history
0,Moro 1| Kikadirio cha uuji wa liani kina tofauti thithe zaidhi kahi ya akadiri osi ambao khamadzaegemea upande wowosi. Moro 2| Vigawo ? virizhogazhwa khwa viainishi virizhokusanywa ni Adaboost nikukala si hasi kila wakathi.,"Jeri, Jeri","Ulongo, Ulongo","Jeri, Ulongo","Ulongo, Jeri",D,machine_learning
112,Ni utumishi hio wa kibarua uriomalwa arioyopewa mfalme khwa mariho ga pendeleo ra kuhumira mali iriyomilikiwa ni milki ya Incan?,Khipu,Mit'a,Gazha urithi,Kapakocha,B,prehistory
306,Umhwagiri wa wastani na wa mara khwa mara khwa kawaidha ni bora zaidhi khwa zhalo ra matsere rikalaro kahiza a,mtsanga wa fan wa alluvial,"mtsanga mziho, here viryahu mtsanga wa ulongo","mtsanga mhwepesi, here viryahu mtsanga sheshe",eneo ra unyevu wa tsini,C,miscellaneous
4,"Je, ni pendekezo hiro ririro haha tsini rilinganaro zaidhi na kiryahu ambacho Rawls anadai kukala Pop ingetsagula kuhusiana na 'bidhaa za kimsingi za kijamii'?",POP indatsagula uthajiri kuriko jamii yenye huruma.,POP indatsagula usawa badala ya nguvu.,POP kandakala na uchoyo.,POP indatsagula kuarinda alemavu.,A,jurisprudence
265,Upungufu wa vitamini A khwa ahoho nikusababisha:,Goitre,Maendherero duni ga utambuzi,"Ukuli duni wa msoza
",Kuongezeka khwa hathari ya vifo,D,nutrition
68,"Ikikala unafikiri kukala hoja ya mtu ni ya nguvu kulingana na mahumizige ga lugha ya kulazimisha na ufikishiwe wa ujasiri, labda udzahenda makosa gani?",Amphiboli,Usawa,Voyo maalum,Mtindo dzulu ya dutu,D,logical_fallacies
1002,"Mkurima mmhwenga wakala mmiliki wa trakti ya ekari 20 iriyokala kusini mhwa barabara kulu, barabara iriyokala ikikira Mwambolero wa Dzua na Mtserero wa Dzua. Kathabu ka mkurima chakala hehi na munda wa eka 300 urio hehi na Mwambolero wa Dzua. Mara mhwenga upande wa Mtserero wa Dzua wa munda wa mkurima wakala na eneo ra ekari 100. Mkurima wagazha maliye kahiza sehemu mbiri za ekari 10: Sehemu ya 1 yakala nusu ya kaskazini na idzahakana na boulevard kulu; Sehemu ya 2 yakala sekta ya kusini na yafunika muho khwenda kusini. Haho Machi 1997, mkurima wafikisha Parcel khwa mtu khwa hati ya udhamini. Khakuna vikhwazo virizhohadzwa kahiza hendo riro. Kisha haho Septemba 1997, mkurima wafikisha Sehemu ya 2 khwa hati ya udhamini khwa mhwanamuche. Mwanamulume na mhwanamuche marekodi mahendo gao mara mhwenga khwenye Ofisi ya Rekodi ya Kaunti. Mnamo 1965, mkurima wajenga barabara kulu kumbola khwa saa ii ni Sehemu ya 2, ionerayo dzulu ya Sehemu ya 1, ambaho yaunganishwa ni boulevard kulu. Ngira ii ya kuhirika  gari ii kahiza sehemu ambayo saa ii inaifwa Parcel 1 na yahumirwa mara khwa mara ni mkurima hadhi 1997 arihofikisha maliye khwa vifurushi khwa mwanamulume na mhwanamuche. Mhwanamuche iye arihomiliki Sehemu ya 2, mara mhwenga waanza kuhumira ngira ya kuvuka Sehemu ya 1. Baadaye, mwanamulume iye wamuvoya mhwanamuche iye ariche kuhumira ngira ya kungira khwenye Sehemu ya 1. Baada ya mhwanamuche iye kukahala, mwanamulume iye wareha hatua ithuayo khwa mhwanamuche iye. amuru mhwanamuche asihumire ngira ya kungira. Kahiza hatua ii, mhwanamulume andahenda","kushinda, khwa sababu tendoye yapinga hendo ra mhwanamuche. kushinda.","khwa sababu khakuna vikwazo virizhohadzwa kahiza kihendoche.
","kungamiza, khwa sababu mhwanamuche ana urahisi khwa lazima.","kungamiza, khwa sababu mhwanamuche ana urahisi wa kuelezera.",C,professional_law
56,"Clifford na Lucia Pauling, kahiza Senior View, wafuambira khwamba mabadhiliko ga kimhwiri",Ni ga haraka na ga kutisha,Inadima kurekebishwa khwa kufikiria,"Hala  muda mure
",Khaihenzwa kujadiliwa hadharani,C,human_aging
156,Ni hiyo kahi ya zithurizazo ni mfano wa fadhila za thabia?,ure,"uaminifu
",udzo wa kimhwiri,urahisi,B,moral_disputes
120,"Kufikira siku 28 baada ya mimba kungizwa, kiinitete nikukala na ure wa here sentimita __________.",1,2,3,4,A,human_sexuality
158,"Ni khwa hali hiyo kahi ya zizi mbiri ambaho mhusika mkulu (ahumiraye Mi/mimi/yangu) nikuhenda jambo rii kimaadili, kulingana na viwango zha kawaidha zha maadili ntsini Marekani kufikira 2020? Hali ya 1 | Nahenza pesa, khwa vizho nahala  bundhuki rangu tha bengi. Tukio ra 2 | Nakala na mulumangu kunisaidhia kukizisha mtihani wa kuona khwa leseni yangu.","Kosa, Kosa","Kosa, Si Kosa","Si kosa, Kosa","Si Kosa, Si Kosa",A,moral_scenarios
123,Mdzi wa nyama ya mnyama ni,dzidzi bomu ririro khandakhanda ya ntsi.,mdzi muhimu zaidhi kahiza ntsi.,wakathi dzidzi bomu zaidhi kahiza ntsi ni zaidhi ya mara mbiri ya dzidzi bomu rithuaro.,mdzi m'bomu zaidhi kahiza ntsi.,C,high_school_geography
285,"Mhwalimu wa sikuli ya mapema anafundisha anafunzi kuhusu tairi ra rangi, ambaro ni shirika ra hues hehi na mduara. Thune, njano na bluu ni mifano ya aina hiyo kahi ya zithurizazo za rangi khwenye tairi ya rangi?",Kukamilisha,Msingi,Sekondari,"Elimu ya dzulu
",B,miscellaneous
327,"Ni khwa hali hiyo kahi ya zizi mbiri ambaho mhusika mkulu (ahumiraye Mi/mimi/yangu) nikuhenda jambo rii kimaadili, kulingana na viwango zha kawaidha zha maadili ntsini Marekani kufikira 2020? Hali ya 1 | Mimi ni nasi. Ninajaribu kuahenda  akongo angu kukala akongo ili mamale matibabu zaidhi kumbola khwangu. Tukio ra 2 | Namzhoga yuyahu mtekanyara mule kiguluni.","Kosa, Kosa","Kosa, Si Kosa","Si kosa, Kosa","Si Kosa, Si Kosa",B,moral_scenarios
100,"Rais, makamu wa rais, na maafisa a kiraia a U.S manadima kushtakiwa. Je, ni hicho kahi ya vithurizazho ambacho si jeri kuhusu mashthaka?",Sababu ni hamhwenga na uhaini na rushwa,Sababu ni hamhwenga na uhalifu m'bomu na makosa,Kura nyinji kahiza Bunge ni muhimu ili kuibua mashthaka ga kumboza kihini,Kura ya robo tahu kahiza Seneti ni muhimu ili kuangiza hatiani na kuausa ofisini,D,professional_law
178,"Idzaho nindakunja kete 5 za kawaidha za upande 6 na kuzidisha nambari khwenye uso wa kila sehemu, kuna uwezekano hio khwamba majibuge ni namba ya mchanganyiko?",\frac{485}{486},\frac{16}{7776},\frac{4}{7776},\frac{2}{7776},A,high_school_mathematics
209,Uwiano wa 0.6 unanyesa khwamba asilimia ya tofauti kahiza y ifafanuliwayo ni tofauti kahiza x ni mara nyingahi asilimia iriyonyeswa ni uwiano wa 0.3?,2,3,4,6,C,high_school_statistics
57,"Je, ni mapendekezo higo kahi ya gathuago gandakahalwa ni aryahu madzielezao kukala mana nadharia ya haki ya sheria?",Sheria ni siasa.,Sheria idzadhamiriwa.,Sheria inanyesa nguvu ya kiutsumi.,Sheria khaina msimamo.,B,jurisprudence
29,"Kulingana na Epicurus, sheria si haki wakathi:",si khwa mujibu wa sheria ya asili.,khaiendana na mila za jamii.,ni tsukizi khwa milungu.,khaina faidha khwa aryahu iathirio.,D,philosophy
154,"Swali riri rinauyira uvoro uthuirizawo.
""Aryahu ambao hali yao ni khwamba kazi yao ni mahumizi ya miri yao na khakuna kitu bora zaidhi kidimacho kutharajiwa kumbola kwao, ao, nanena, ni ahumwa a asili. Ni bora makahalwe vizho.""
Juan de Sepulveda, Siasa, 1522
"""" Wakathi mataifa ga Amerika ya Kusini garihopata uhuru kahiza karne ya 19, aina zizo mbiri zaungana, na kuunganishwa ni mahokero ga sheria ya asili ya kapindi zaidhi, ya urumhwengu mzima. Majibuge gakala aina tofauti ya masumuriro ga haki za Amerika ya Kusini. Paolo Carozza nikuthuiriza miziji ya masumuriro gago hadhi mahumizi mahususi, na upanuzi, wa falsafa ya maadili ga Thomistic hadhi dhuluma za ushindi wa Uhispania kahiza Urumhwengu musha. Mhusika mkulu kahiza maendherero gago anaonekana kukala Bartolomé de Las Casas, askofu Mhispania wa karne ya 16 ambaye walaani uhumhwa na kuhehera sababu ya Ahindhi khwa msingi wa haki ya asili ya uhuru iriyodzikita kahiza uanachama wao kahiza ubinadamu mmhwenga wa kawaidha. 'Atu osi a dhunia ni Anadamu,' Las Casas waandika, na 'kabila zosi za Anadamu ni mhwenga.' Kulingana na Brian Tierney, Las Casas na anafalsafa angine a Kidominika a Uhispania maika msingi wa fundhisho ra haki za asili ambaro rakala huru kumbola khwa ufunuo wa kidini 'khwa kuzingatira mahokero ga kisheria ambago gapata haki za asili na sheria za asili kumbola khwa busara za kibinadamu na hiari, na khwa kuvuhira falsafa ya Aristotle.'""""
Mary Ann Glendon, """"The Forgotten Crucible: Amerika ya Kusini Ushawishi khwenye Idea ya Haki za Kibinadamu,"" 2003.
Ni marais hiyo kahi ya mathuirizao wahusika zaidhi kahiza siasa za Amerika ya Kusini kahiza karne ya ishirini?""",James K. Polk,James Monroe,Theodore Roosevelt,Chester Arthur,C,high_school_us_history
121,Utharathibu uhusishao ufikishi wa mara khwa mara wa kitsotsero khwa mteja hadhi mvuho wa kitsotsero kicho uhunguzwe unaelezewa tototo here.,"shibe ya kitsotsero
",kuzulia-kujibiwa,mafuriko,mpashuko,A,professional_psychology
8,"Sanduku ra slides m khwenye uso wa mlazo na kasi ya kunazira ya v0. Kaihisi nguvu zingine isihokala mvuho na nguvu kumbola khwa uso. Ikikala mgazho wa msuguano wa kinetic kahi ya kisanduku na uso ni ?, kisanduku nikuhereza hadhi ure hiyo kabla ya kudzihuriza?",v0^2/(2?g),v0^2/(?g),2v0^2/(?g),mv0^2/(?g),A,high_school_physics
273,"Muguzi wa virahu nikuruhusu ateja kuuja virahu ndani ya siku 90 baada ya kugulwa. Kampuni iyo inakadiria kukala 5% ya maguzo gandaujwa ndani ya kipindi cha siku 90. Kahiza mwezi uo, kampuni ina maguzo ga $200,000 na maujo ga maguzo garigombozwa kahiza miezi idziokira ya $5,000. Je, kampuni inamalwa kurekodi kiasi hicho here mapato halisi ga maguzo khwa maguzo masha garigohendwa mwezini?","$185,000 ","$190,000 ","$195,000 ","$200,000 ",B,professional_accounting
367,Ndugu a Smothers'( madzina ga khwanza?,Frank na Bill,Tom na Dick,Dave na George,Ed na Pete,B,miscellaneous
94,Jinsi kanuni itekelezwazho.,"1,2,3","1,2,4","1,3,4","2,3,4",B,business_ethics
257,Ni noni chakala kipengele cha kuunganisha khwa utamaduni wa Chavin?,mitindo ya kisanii ijumulishayo viumbe sawa,nguo zirizofumhwa zinyesazo motifu ya kawaidha,vitu zha chuma virizhohenda kazi,gosi haho dzulu,D,prehistory
57,"Mvulana mhwenye umri wa miaka 3 mhwenye ukongo wa granulomatous wa muda mure nikurefwa khwa dakitari khwa sababu ya historia ya wiki 3 ya homa na uvimbe wa dzoho, mthune tsini ya mikono yosi miri. Dzohore ni 38°C (100.4°F). Uchunguzi wa kimhwiri unanyesa kupanuka, 3-cm, nodi za lymph axillary erythematous pande mbiri. Dzulu ya palpation, nodi ni zabuni, fluctunt, na zihamasikazo. Uchunguzi wa aspirate ya shindano mbidzo kumbola khwa nodi mhwenga inanyesa cocci chanya gram kahiza makundi. Tamaduni za aspirate nikukula koloni za manjano, ?hemolytic ambazo ni catalase na coagulase chanya. Jezo ra mmenyuko wa mnyororo wa polymerase nikunyesa viumbe zha mecA-chanya Ni hiyo kahi ya zithurizazo ni dawa ifaayo zaidhi khwa mkongo yuyu?",Ciprofloxacin,Penicillin G,Rifampin,Vancomycin,D,professional_medicine
67,"Bw. Kohlberg ana dhuka ra malua. Mwanzoni mhwa siku, wakala na malua 152. Bw. Kohlberg waguza malua ga waridi 96 na wamala kutenganisha waridi zirizosala khwa usawa kahi ya viya 8. Je! ni idadi hiyo ya waridi kahiza kila kiya?",7,12,48,56,A,elementary_mathematics
172,Panya ariye na uziho m'bomu zaidhi anadima kukala na matokeo ga lesioning ga,hippocampus,thalamusi,hypothalamus,amygdala,C,high_school_psychology
16,"Je, ni hiyo kahi ya zithurizazo inyesayo khwamba muhiko unambolera wenye?",khwa usawa kuna bidhaa nyinji zaidhi kuriko vihiko,thamani ya ?g° ni bomu kuriko ziro,thamani ya ?s° ni bomu kuriko ziro,thamani ya Keq ni tsini ya mhwenga,A,high_school_chemistry
81,"Elektroni na protoni nikuikhwa khwenye uwanja wa sumaku wa 1.0 T kahiza 300 K. Je, ni uwiano hio wa polarizations ya usawa: |pe / pH| ?",[|?e| = 1.761 x 10^11 T^-1 s^-1],820,658,329,B,college_chemistry
92,Hali ya tsini ya dzulu ya voltage impedance imbozwayo na kifaa cha voltage clamping ni,dzulu.,tsini.,wastani.,usio na mwisho.,B,electrical_engineering
277,Pata jibu kamili: 800 - 301,599,500,499,401,C,elementary_mathematics
129,"Dzoho ra tsini kamare ridimikikaro ni ziro kamare, wakathi wa",0 kelvin,?273°C,Sozi zi karakara,khahana kahi ya zizi,C,conceptual_physics
20,"Mhwanamuche mhwenye umri wa miaka 52 anadza khwenye idara ya dharura khwa sababu ya historia ya wiki 1 ya homa ya kiwango cha tsini na kungezeka khwa maumivu ga tumbo ambago ganatsotserwa ni harakati za tumbo. Waanza kozi ya amoxicillin-clavulanate na metronidazole siku 2 zirizokira lakini khadzapata nafuu ya dalilize. Adzakala na kuvimbirwa mara khwa mara khwa miaka 12 iriyokira. Khadzapata kichefuchefu, kuhahika, dalili za mkodzo, au kinyezi chenye damu. Ana historia ya miaka 3 ya shinikizo za damu. Wahenderwa upashuli wa tumbo na upashuli wa salpingo-oophorectomy wa pande mbiri miaka 5 iriyokira khwa sababu ya leiomyomata uteri. Ana ure wa cm 165 (5 ft 5 in) na uziho wa kilo 86 (lb 190); Bmi ni 32 kg/ Hali ya dzohoye ni 38.1°C (100.6°F), mpigo ni 75/min, na shinikizo ra damu ni 150/80 mm Hg. Mapafu ni wazi khwa auscultation. Uchunguzi wa moyo khunyesa upungufu wowosi. Tumbo ri laini, na kuna upore khwa palpation ya roboduara ya tsini ya kumotso khwa urinzi lakini khakuna rebound. Sauthi za tumbo ni za kawaidha. Kinyezi ni kahawia, na kipimo cha damu ya utsai ni hasi. Mkusanyikowe wa hemoglobini ni 14.5 g/ thalo ra leukocyte ni 15,000/mm3, na tharo ra chembe ni 280,000/mm3; tafiti za seramu na uchanganuzi wa makodzo unakhunyesa kasoro. Ni hiyo kahi ya zithurizazo ni hatua ifaayo zaidhi ya utambuzi?",Jaribio ra kinyezi khwa shumu ya Clostridium difficile,Endoscopic retrograde cholangiopancreatography,ultrasonography ya pelvic,CT scan ya tumbo na utofauti,D,professional_medicine
732,"Ni khwa hali hiyo kahi ya zizi mbiri ambaho mhusika mkulu (ahumiraye Mi/mimi/yangu) nikuhenda jambo rii kimaadili, kulingana na viwango zha kawaidha zha maadili ntsini Marekani kufikira 2020? Hali ya 1 | Khwa kukala msenangu anagoha buibui, ninaalaga khwa ajiliye. Tukio ra 2 | Namgulira mulumangu pakiti ya sigara.","Kosa, Kosa","Kosa, Si Kosa","Si kosa, Kosa","Si Kosa, Si Kosa",D,moral_scenarios
231,"Mhwanamuche mhwenye umri wa miaka 19 anadza khwa idara ya dharura khwa sababu, anaamba, ""Analumhwa."" Historia ya matibabu ni muhimu khwa mahumizi ga dawa khwa ngira ya mishipa. Uchunguzi wa kimhwiri unanyesa kunung'unika khwa moyo wa systolic dzulu ya precordium. Ugunduzi wa kimhwiri utharajiwao undakala hio kahi ya zithurizazo?",Kuhunguka khwa nguvu ya S1,Kungezeka khwa nguvu ya mnung'uniko khwa msukumo wa kina,Kungezeka khwa nguvu ya mnung'uniko na kumarigizika khwa kulazimishwa,Ishara chanya ya Kussmaul (kupanda khwa mapigo ga vena ga singo khwa msukumo),B,professional_medicine
70,"Swali riri rinauyira uvoro uthuirizawo.
Khwanza ni lazima fukumbukire kukala urumhwengu ni wa umbo ra duara, khwa kiasi fulani khwa sababu umbo riri rikikala zima kamili risirohenza viungo, ndiro ririro kamili zaidhi ya gosi, khwa sehemu khwa sababu rinatengeza umbo renye uwezo m'bomu zaidhi, ambaro rinafaha zaidhi kutsunza na kuhifadhi kila kitu; au kaheri khwa sababu sehemu zosi kulu za urumhwengu, yaani dzua, mwezi na sayari nikuonekana kahiza umbo riri; au khwa sababu kila kitu kinadzitahidi kufikira fomu ii, here ionekanazho kahiza kesi ya matone ga madzi na mwiri mingine ya madzi ikikala manajaribu kudzifafanula enye. Khwa vizho khakuna kalaye na shaka khwamba umbo riri ni ra miri ya mlunguni. …
Khwa vizho dhunia pia ni duara khaina shaka, khwa sababu inasongera kumbola pande zosi tha kahi kahiye. Hatha khwa sababu ya minuko ya mirima na miinuko ya mabonde duara kamili kharidima kueleweka, lakini ii khaiathiri hali ya jumla ya duara ra dhunia. …
Here irizhonyeswa kare khwamba dhunia ina umbo ra tufe, ni lazima fuzingatire here harakati pia inapatana na umbo riri, na ni hatu hiho dhunia inaghwirira kahiza urimhwengu. … Anji a andishi bila shaka manakubali khwamba dhunia idzaima huu kahikahi ya urumhwengu, na manaona kukala ni utu usiofikirika na ni ujinga kudhania kinyumeche. Lakini ikikala utu uo undapimwa khwa uloleri, indaonekana khwamba swali bado karidzasuluhishwa na khwa vizho kharipaswa kuhalirwa kirahisi. Kila badiliko ra hatu rizingatirwaho rinambolana, yaani, kusongezwa khwa kitu kilolwacho au mloli, au khwa mienendo yosi miri. ... Saa ii ni kumbola ardhini ambaho mapinduzi ga mlunguni ganazingatirwa na nikumbozwa khwa matso gehu. Khwa vizho ikikala ardhi khaihenda harakati ii lazima ihendeke kahiza kila kitu nze ya ardhi, lakini khwa mhwelekeo tofauti kuriko ikikala kila kitu kiricho dzulu ya ardhi chatsama, na aina ii ni mapinduzi ga kila siku. Khwa vizho ii inaonekana kuathiri urumhwengu mzima, yaani, kila kitu kiricho nze ya dhunia isihokala dhunia yenye. Lakini, ikikala mtu angekubali khwamba harakati ii khaikala ya kihakeye mlunguni, lakini khwamba dhunia yazunguka kumbola Mtserero wa Dzua tha Mwambolero wa Dzua, na ikikala ii yazingatirwa khwa uloleri dzulu ya kuonekana khwa dzua na kuzama khwa dzua, mwezi na nyenyezi. , ingegunduliwa kukala ii ndo hali halisi.""
Nicolas Copernicus, Mapinduzi ga Miri ya Mlunguni, 1543
Kifungu kicho kinadima kuhumika here ushahidhi khwamba Copernicus watofautiana na anafalsafa a kimapokeo a Aristotle wa sikuze khwa sababu manahenzeza kukala
",cosmos ii kimduara,Dhunia ii kimduara,cosmos ni geostatic,Dhunia khaidzahurira,D,high_school_european_history
49,Virusi zha polyoma mbisha vidzafafanulwadze,Mpangilio wa bundhuki ya risasi,Ukuli kahiza seli za neural za binadamu,"Mpangilio wa kina wa pyro (NGS)
",Mbinu za kinga mwiri za monoclonal,A,virology
